MW,cLogP,TPSA,HBD,HBA,RotB,RingCount,AromRings,FracCsp3,HeavyAtoms,FormalCharge,QED,BertzCT,NumHeteroatoms,StereoCentres,dataset,mol_id,smiles,pchembl,n_meas,endpoints,scaffold,Lipinski_viol,Veber_ok,lig_id
314.42900000000003,4.191020000000003,57.25,1,3,7,2,2,0.4210526315789473,23,0,0.6155503967200394,719.7949315071489,4,0,InhA_enzyme,CHEMBL4172664,CCCCCCc1cc(=O)c(Oc2ccc(N)cc2C)cn1C,7.4,1,Ki,O=c1cc[nH]cc1Oc1ccccc1,0,1,Ld340c21b
382.5480000000001,5.054700000000007,35.94,1,4,9,3,2,0.5,28,0,0.6154401073043471,721.8850492173652,4,0,InhA_enzyme,CHEMBL261355,CCCCCCc1ccc(Oc2ccc(CN3CCN(C)CC3)cc2)c(O)c1,7.755,2,IC50|Ki,c1ccc(Oc2ccc(CN3CCNCC3)cc2)cc1,1,1,L47f0109a
285.387,4.889500000000004,55.48,2,3,7,2,2,0.3333333333333333,21,0,0.5622569028925712,563.9310514043303,3,0,InhA_enzyme,CHEMBL264175,CCCCCCc1ccc(Oc2ccc(N)cc2)c(O)c1,7.4,3,IC50|Ki,c1ccc(Oc2ccccc2)cc1,0,1,Lbf2e5372
357.40600000000006,4.330400000000004,95.86,3,4,8,2,2,0.3,26,0,0.4826020471123721,755.2968996978852,6,0,InhA_enzyme,CHEMBL262343,CCCCCCc1ccc(Oc2ccc(NC(=O)C(=O)O)cc2)c(O)c1,7.355,2,IC50|Ki,c1ccc(Oc2ccccc2)cc1,0,1,Ldbf87214
380.4440000000001,5.547600000000005,84.59,2,5,9,3,3,0.2727272727272727,28,0,0.475631701247008,889.4100389368415,6,0,InhA_enzyme,CHEMBL260399,CCCCCCc1ccc(Oc2ccc(NC(=O)c3ccno3)cc2)c(O)c1,7.945,2,IC50|Ki,O=C(Nc1ccc(Oc2ccccc2)cc1)c1ccno1,1,1,L5f8dd0d9
327.42400000000004,5.265700000000005,58.56,2,3,8,2,2,0.35,24,0,0.6496822678606192,665.0842206480373,4,0,InhA_enzyme,CHEMBL262360,CCCCCCc1ccc(Oc2ccc(NC(C)=O)cc2)c(O)c1,7.445,2,IC50|Ki,c1ccc(Oc2ccccc2)cc1,1,1,L3016a826
315.369,5.215500000000005,72.60000000000001,1,4,8,2,2,0.3333333333333333,23,0,0.4118030550631589,652.5712033516031,5,0,InhA_enzyme,CHEMBL264417,CCCCCCc1ccc(Oc2ccc([N+](=O)[O-])cc2)c(O)c1,8.025,2,IC50|Ki,c1ccc(Oc2ccccc2)cc1,1,1,Lf1a2d8aa
285.387,4.889500000000004,55.48,2,3,7,2,2,0.3333333333333333,21,0,0.5622569028925712,581.1810514043303,3,0,InhA_enzyme,CHEMBL404984,CCCCCCc1ccc(Oc2cccc(N)c2)c(O)c1,7.48,2,IC50|Ki,c1ccc(Oc2ccccc2)cc1,0,1,L1523bcf7
357.4060000000001,4.330400000000004,95.86,3,4,8,2,2,0.3,26,0,0.4826020471123721,772.5468996978852,6,0,InhA_enzyme,CHEMBL263646,CCCCCCc1ccc(Oc2cccc(NC(=O)C(=O)O)c2)c(O)c1,7.62,2,IC50|Ki,c1ccc(Oc2ccccc2)cc1,0,1,Lfb3ddeff
380.4440000000001,5.547600000000005,84.59,2,5,9,3,3,0.2727272727272727,28,0,0.475631701247008,906.6600389368416,6,0,InhA_enzyme,CHEMBL405653,CCCCCCc1ccc(Oc2cccc(NC(=O)c3ccno3)c2)c(O)c1,7.46,2,IC50|Ki,O=C(Nc1cccc(Oc2ccccc2)c1)c1ccno1,1,1,L2571c828
327.42400000000004,5.265700000000005,58.56,2,3,8,2,2,0.35,24,0,0.6496822678606192,682.3342206480377,4,0,InhA_enzyme,CHEMBL404983,CCCCCCc1ccc(Oc2cccc(NC(C)=O)c2)c(O)c1,7.125,2,IC50|Ki,c1ccc(Oc2ccccc2)cc1,1,1,Lb139f981
315.369,5.215500000000005,72.60000000000001,1,4,8,2,2,0.3333333333333333,23,0,0.4118030550631589,669.8212033516031,5,0,InhA_enzyme,CHEMBL264416,CCCCCCc1ccc(Oc2cccc([N+](=O)[O-])c2)c(O)c1,7.68,3,IC50|Ki,c1ccc(Oc2ccccc2)cc1,1,1,Ld2efc011
270.372,5.307300000000005,29.46,1,2,7,2,2,0.3333333333333333,20,0,0.6909888613288232,520.1963609588256,2,0,InhA_enzyme,CHEMBL264682,CCCCCCc1ccc(Oc2ccccc2)c(O)c1,8.48,2,IC50|Ki,c1ccc(Oc2ccccc2)cc1,1,1,L5fed4885
349.26800000000003,6.069800000000005,29.46,1,2,7,2,2,0.3333333333333333,21,0,0.6148880327281895,581.1810514043303,3,0,InhA_enzyme,CHEMBL4177124,CCCCCCc1ccc(Oc2ccccc2Br)c(O)c1,8.85,2,IC50|Ki,c1ccc(Oc2ccccc2)cc1,1,1,L1f377363
295.382,5.1789800000000055,53.25,1,3,7,2,2,0.3157894736842105,22,0,0.7160108409792055,658.7250262385188,3,0,InhA_enzyme,CHEMBL3360252,CCCCCCc1ccc(Oc2ccccc2C#N)c(O)c1,7.65,2,IC50|Ki,c1ccc(Oc2ccccc2)cc1,1,1,L9241817b
284.399,5.615720000000006,29.46,1,2,7,2,2,0.3684210526315789,21,0,0.6689441633876879,575.5290786748639,2,0,InhA_enzyme,CHEMBL1236225,CCCCCCc1ccc(Oc2ccccc2C)c(O)c1,6.94,7,IC50|Ki,c1ccc(Oc2ccccc2)cc1,1,1,Ldcf523e5
382.5480000000002,5.054700000000007,35.94,1,4,9,3,2,0.5,28,0,0.615440107304347,739.1350492173652,4,0,InhA_enzyme,CHEMBL408149,CCCCCCc1ccc(Oc2ccccc2CN2CCN(C)CC2)c(O)c1,7.439999999999999,2,IC50|Ki,c1ccc(Oc2ccccc2CN2CCNCC2)cc1,1,1,L641cce56
304.817,5.9607000000000046,29.46,1,2,7,2,2,0.3333333333333333,21,0,0.639346009743785,581.1810514043303,3,0,InhA_enzyme,CHEMBL4162007,CCCCCCc1ccc(Oc2ccccc2Cl)c(O)c1,8.165,2,IC50|Ki,c1ccc(Oc2ccccc2)cc1,1,1,L1c9fb3a5
285.387,4.889500000000005,55.48,2,3,7,2,2,0.3333333333333333,21,0,0.5622569028925711,581.1810514043303,3,0,InhA_enzyme,CHEMBL264434,CCCCCCc1ccc(Oc2ccccc2N)c(O)c1,7.8,3,IC50|Ki,c1ccc(Oc2ccccc2)cc1,0,1,L465cf4dd
357.4060000000001,4.330400000000004,95.86,3,4,8,2,2,0.3,26,0,0.4826020471123721,772.5468996978852,6,0,InhA_enzyme,CHEMBL407324,CCCCCCc1ccc(Oc2ccccc2NC(=O)C(=O)O)c(O)c1,7.314999999999999,2,IC50|Ki,c1ccc(Oc2ccccc2)cc1,0,1,Ldbe52eab
380.4440000000001,5.5476000000000045,84.59,2,5,9,3,3,0.2727272727272727,28,0,0.475631701247008,906.6600389368416,6,0,InhA_enzyme,CHEMBL428967,CCCCCCc1ccc(Oc2ccccc2NC(=O)c2ccno2)c(O)c1,7.245,2,IC50|Ki,O=C(Nc1ccccc1Oc1ccccc1)c1ccno1,1,1,L88f4d27b
327.4240000000001,5.265700000000005,58.56,2,3,8,2,2,0.35,24,0,0.6496822678606192,682.3342206480377,4,0,InhA_enzyme,CHEMBL264176,CCCCCCc1ccc(Oc2ccccc2NC(C)=O)c(O)c1,7.404999999999999,2,IC50|Ki,c1ccc(Oc2ccccc2)cc1,1,1,Lbcee608d
315.3690000000001,5.215500000000005,72.60000000000001,1,4,8,2,2,0.3333333333333333,23,0,0.4118030550631589,669.8212033516031,5,0,InhA_enzyme,CHEMBL264415,CCCCCCc1ccc(Oc2ccccc2[N+](=O)[O-])c(O)c1,6.82,4,IC50|Ki,c1ccc(Oc2ccccc2)cc1,1,1,Lb4024969
271.36,4.702300000000005,42.35,1,3,7,2,2,0.3529411764705882,20,0,0.7419357310107407,525.7681426835314,3,0,InhA_enzyme,CHEMBL264679,CCCCCCc1ccc(Oc2ccccn2)c(O)c1,4.94,3,IC50|Ki,c1ccc(Oc2ccccn2)cc1,0,1,L9bd715df
271.36,4.702300000000005,42.35,1,3,7,2,2,0.3529411764705882,20,0,0.7419357310107407,525.7681426835314,3,0,InhA_enzyme,CHEMBL405655,CCCCCCc1ccc(Oc2cccnc2)c(O)c1,7.814999999999999,2,IC50|Ki,c1ccc(Oc2cccnc2)cc1,0,1,Lb344175c
271.36,4.702300000000005,42.35,1,3,7,2,2,0.3529411764705882,20,0,0.7419357310107407,525.7681426835314,3,0,InhA_enzyme,CHEMBL259138,CCCCCCc1ccc(Oc2ccncc2)c(O)c1,7.9,2,IC50|Ki,c1ccc(Oc2ccncc2)cc1,0,1,L948c1fd2
272.348,4.097300000000003,55.24000000000001,1,4,7,2,2,0.375,20,0,0.7709597535111004,529.2550109847872,4,0,InhA_enzyme,CHEMBL258932,CCCCCCc1ccc(Oc2cnccn2)c(O)c1,7.595000000000001,2,IC50|Ki,c1ccc(Oc2cnccn2)cc1,0,1,L6560436f
332.40000000000003,4.114500000000003,73.7,1,6,9,2,2,0.4444444444444444,24,0,0.6965076100973655,639.212174544781,6,0,InhA_enzyme,CHEMBL258933,CCCCCCc1ccc(Oc2nc(OC)cc(OC)n2)c(O)c1,9.0,1,Ki,c1ccc(Oc2ncccn2)cc1,0,1,L67515b91
272.348,4.097300000000003,55.24000000000001,1,4,7,2,2,0.375,20,0,0.7709597535111004,529.2550109847872,4,0,InhA_enzyme,CHEMBL258931,CCCCCCc1ccc(Oc2ncccn2)c(O)c1,7.045,2,IC50|Ki,c1ccc(Oc2ncccn2)cc1,0,1,L8186eff3
286.37500000000006,4.400300000000004,44.24000000000001,0,4,8,2,2,0.4117647058823529,21,0,0.6745802939157028,543.7413010341879,4,0,InhA_enzyme,CHEMBL429332,CCCCCCc1ccc(Oc2ncccn2)c(OC)c1,9.0,1,Ki,c1ccc(Oc2ncccn2)cc1,0,1,L403b25ef
325.235,6.224000000000005,29.46,1,2,6,2,2,0.2941176470588235,21,0,0.638478375922206,611.7342576726148,4,0,InhA_enzyme,CHEMBL4172132,CCCCCc1ccc(Oc2ccc(Cl)cc2Cl)c(O)c1,7.93,1,Ki,c1ccc(Oc2ccccc2)cc1,1,1,L87587d06
362.4730000000001,5.806120000000004,51.22,1,4,7,3,3,0.3043478260869565,27,0,0.5392035412241298,933.011254993003,4,0,InhA_enzyme,CHEMBL5417739,CCCCc1ccc(Nc2cc(C)nc3ccc(C(=O)OCC)cc23)cc1,4.95,1,IC50,c1ccc(Nc2ccnc3ccccc23)cc1,1,1,L1344c91b
402.321,6.819700000000005,42.35,1,3,7,3,3,0.2272727272727272,27,0,0.471546720670019,927.9363859414666,5,0,InhA_enzyme,CHEMBL4161697,CCCCc1ccnc(Cc2ccc(Oc3ccc(Cl)cc3Cl)c(O)c2)c1,5.96,1,Ki,c1ccc(Oc2ccc(Cc3ccccn3)cc2)cc1,1,1,L09553324
451.5270000000002,2.268,109.47,2,5,7,4,3,0.4166666666666667,33,0,0.5727559321037008,1180.701547889227,9,2,InhA_enzyme,CHEMBL3125282,CCCNC(=O)[C@@H]1C[C@@H](NC(=O)c2cc(CC)nn2C)CN1C(=O)c1coc2ccccc12,7.68,1,IC50,O=C(NC1CCN(C(=O)c2coc3ccccc23)C1)c1ccn[nH]1,0,1,L34f44929
495.5360000000002,1.4210999999999998,135.76999999999998,2,7,8,4,3,0.4,36,0,0.4512626140288577,1295.090404488481,11,2,InhA_enzyme,CHEMBL3125263,CCCc1cc(C(=O)N[C@@H]2C[C@@H](C(=O)NCC(=O)OC)N(C(=O)c3coc4ccccc34)C2)n(C)n1,7.66,1,IC50,O=C(NC1CCN(C(=O)c2coc3ccccc23)C1)c1ccn[nH]1,0,1,Lbc508dd4
348.4460000000001,5.416020000000004,51.22,1,4,6,3,3,0.2727272727272727,26,0,0.604681421401113,917.3236075222368,4,0,InhA_enzyme,CHEMBL5425071,CCCc1ccc(Nc2cc(C)nc3ccc(C(=O)OCC)cc23)cc1,4.71,1,IC50,c1ccc(Nc2ccnc3ccccc23)cc1,1,1,Lff17fb76
509.56300000000033,1.9040000000000008,135.76999999999998,2,7,9,4,3,0.4230769230769231,37,0,0.4206603697642057,1311.7701008340591,11,2,InhA_enzyme,CHEMBL3125267,CCCn1nc(CC)cc1C(=O)N[C@@H]1C[C@@H](C(=O)NCC(=O)OC)N(C(=O)c2coc3ccccc23)C1,7.96,1,IC50,O=C(NC1CCN(C(=O)c2coc3ccccc23)C1)c1ccn[nH]1,1,1,L3fe74092
320.39200000000005,3.877300000000002,41.9,0,4,5,3,2,0.2,24,0,0.6200494964484305,773.0459646864747,4,0,InhA_enzyme,CHEMBL558464,CCN(CC)c1ccc(/C=C2/N=C(c3ccccc3)OC2=O)cc1,5.48,1,IC50,O=C1OC(c2ccccc2)=NC1=Cc1ccccc1,0,1,Lff1f9be2
343.4960000000001,3.989000000000003,35.91,0,4,4,3,1,0.4736842105263157,24,0,0.774636804395285,641.0806758928499,5,0,InhA_enzyme,CHEMBL550610,CCN(CC)c1ccc(/C=C2/SC(N3CCCCC3)=NC2=O)cc1,5.21,1,IC50,O=C1N=C(N2CCCCC2)SC1=Cc1ccccc1,0,1,Lae49c92c
313.357,3.6933000000000025,75.48,1,4,6,2,2,0.2352941176470588,23,0,0.65156767620727,694.4847095396138,6,0,InhA_enzyme,CHEMBL552222,CCN(CC)c1ccc(NC(=O)c2ccccc2[N+](=O)[O-])cc1,5.36,1,IC50,O=C(Nc1ccccc1)c1ccccc1,0,1,L5da99c48
512.5660000000003,5.355900000000006,102.85,1,8,10,5,5,0.2068965517241379,38,0,0.2497203390405243,1592.2161926946071,9,0,InhA_enzyme,CHEMBL5631497,CCN(CC)c1ccc2c(OCc3cn(Cc4ccc(Oc5ccccc5)c(O)c4)nn3)cc(=O)oc2c1,7.27,1,IC50,O=c1cc(OCc2cn(Cc3ccc(Oc4ccccc4)cc3)nn2)c2ccccc2o1,2,1,Ld1842057
539.5920000000002,4.7069000000000045,122.72,2,8,10,5,5,0.2,40,0,0.2448382693757681,1692.3931182024437,10,0,InhA_enzyme,CHEMBL5632798,CCN(CC)c1ccc2cc(C(=O)NCc3cn(Cc4ccc(Oc5ccccc5)c(O)c4)nn3)c(=O)oc2c1,5.45,1,IC50,O=C(NCc1cn(Cc2ccc(Oc3ccccc3)cc2)nn1)c1cc2ccccc2oc1=O,1,1,Ldc497fd7
437.50000000000017,1.8779000000000003,109.47,2,5,6,4,3,0.391304347826087,32,0,0.611986408044119,1164.313002441212,9,2,InhA_enzyme,CHEMBL3125271,CCNC(=O)[C@@H]1C[C@@H](NC(=O)c2cc(CC)nn2C)CN1C(=O)c1ccc2occc2c1,7.13,1,IC50,O=C(NC1CCN(C(=O)c2ccc3occc3c2)C1)c1ccn[nH]1,0,1,L7d59979d
453.56800000000015,2.3464,96.33,2,5,6,4,3,0.391304347826087,32,0,0.5988491879989115,1167.5581149390484,9,2,InhA_enzyme,CHEMBL3125273,CCNC(=O)[C@@H]1C[C@@H](NC(=O)c2cc(CC)nn2C)CN1C(=O)c1ccc2sccc2c1,6.92,1,IC50,O=C(NC1CCN(C(=O)c2ccc3sccc3c2)C1)c1ccn[nH]1,0,1,L2216ad07
437.50000000000017,1.8779,109.47,2,5,6,4,3,0.391304347826087,32,0,0.611986408044119,1164.313002441212,9,2,InhA_enzyme,CHEMBL3125272,CCNC(=O)[C@@H]1C[C@@H](NC(=O)c2cc(CC)nn2C)CN1C(=O)c1coc2ccccc12,7.47,1,IC50,O=C(NC1CCN(C(=O)c2coc3ccccc23)C1)c1ccn[nH]1,0,1,Le073d44f
423.51700000000017,2.3513,92.4,2,5,7,4,3,0.4347826086956521,31,0,0.6086432075449951,1086.016745770772,8,2,InhA_enzyme,CHEMBL3125278,CCNC[C@@H]1C[C@@H](NC(=O)c2cc(CC)nn2C)CN1C(=O)c1coc2ccccc12,6.36,1,IC50,O=C(NC1CCN(C(=O)c2coc3ccccc23)C1)c1ccn[nH]1,0,1,L90019667
317.3410000000001,2.0541,73.86000000000001,1,6,5,2,1,0.2941176470588235,23,0,0.5089065775611592,702.9353197491367,6,0,InhA_enzyme,CHEMBL554270,CCOC(=O)C1=C(C)N/C(=C/c2cc(OC)ccc2OC)C1=O,5.44,1,IC50,O=C1C=CNC1=Cc1ccccc1,0,1,Lc61ed7d4
509.56300000000033,1.8112000000000004,135.76999999999998,2,7,9,4,3,0.4230769230769231,37,0,0.4200361280010353,1311.7701008340591,11,2,InhA_enzyme,CHEMBL3125285,CCOC(=O)CCNC(=O)[C@@H]1C[C@@H](NC(=O)c2cc(CC)nn2C)CN1C(=O)c1coc2ccccc12,7.66,1,IC50,O=C(NC1CCN(C(=O)c2coc3ccccc23)C1)c1ccn[nH]1,1,1,L48e33f7a
427.345,3.789800000000003,59.5,0,6,5,3,2,0.3125,24,0,0.6800391767312883,748.0357270950996,8,1,InhA_enzyme,CHEMBL5430041,CCOC(=O)Cc1csc(N2C(=O)CSC2c2ccc(Br)cc2)n1,5.97,1,IC50,O=C1CSC(c2ccccc2)N1c1nccs1,0,1,L876c1e40
378.4750000000001,3.0359000000000016,68.73,0,7,6,3,2,0.3529411764705882,25,0,0.7199187370527216,760.2632693377216,8,1,InhA_enzyme,CHEMBL5414203,CCOC(=O)Cc1csc(N2C(=O)CSC2c2ccc(OC)cc2)n1,5.89,1,IC50,O=C1CSC(c2ccccc2)N1c1nccs1,0,1,L6620f43a
372.42800000000005,4.649220000000003,69.03999999999999,1,5,5,4,4,0.1363636363636363,28,0,0.5165655570496187,1119.4579656385122,6,0,InhA_enzyme,CHEMBL5417421,CCOC(=O)c1ccc2nc(C)cc(Nc3ccc(-n4cccn4)cc3)c2c1,5.1,1,IC50,c1ccc2c(Nc3ccc(-n4cccn4)cc3)ccnc2c1,0,1,Lf9e8aaed
422.4880000000001,5.802420000000004,69.03999999999999,1,5,5,5,5,0.1153846153846153,32,0,0.3624705260284593,1438.0095468324655,6,0,InhA_enzyme,CHEMBL5421444,CCOC(=O)c1ccc2nc(C)cc(Nc3ccc(-n4cnc5ccccc54)cc3)c2c1,4.38,1,IC50,c1ccc2c(Nc3ccc(-n4cnc5ccccc54)cc3)ccnc2c1,1,1,La5379db4
403.48200000000026,4.699520000000004,71.52999999999999,1,5,5,4,3,0.2916666666666667,30,0,0.6254304199417666,1086.7965063788638,6,0,InhA_enzyme,CHEMBL5418788,CCOC(=O)c1ccc2nc(C)cc(Nc3ccc(C(=O)N4CCCC4)cc3)c2c1,4.35,1,IC50,O=C(c1ccc(Nc2ccnc3ccccc23)cc1)N1CCCC1,0,1,Le31d66dc
334.4190000000001,5.025920000000004,51.22,1,4,5,3,3,0.238095238095238,25,0,0.6652167922115931,901.6631543880062,4,0,InhA_enzyme,CHEMBL5436062,CCOC(=O)c1ccc2nc(C)cc(Nc3ccc(CC)cc3)c2c1,4.38,1,IC50,c1ccc(Nc2ccnc3ccccc23)cc1,1,1,L9ca48018
403.5260000000002,5.699820000000005,54.46,1,5,5,4,3,0.36,30,0,0.5539238947389284,1038.1931340394383,5,0,InhA_enzyme,CHEMBL5423946,CCOC(=O)c1ccc2nc(C)cc(Nc3ccc(N4CCC(C)CC4)cc3)c2c1,4.96,1,IC50,c1ccc2c(Nc3ccc(N4CCCCC4)cc3)ccnc2c1,1,1,Ld64ce0ae
375.4720000000002,5.063720000000004,54.46,1,5,5,4,3,0.3043478260869565,28,0,0.631559594108121,992.650111220896,5,0,InhA_enzyme,CHEMBL5407200,CCOC(=O)c1ccc2nc(C)cc(Nc3ccc(N4CCCC4)cc3)c2c1,4.66,1,IC50,c1ccc2c(Nc3ccc(N4CCCC4)cc3)ccnc2c1,1,1,Ledf89424
389.49900000000025,5.453820000000005,54.46,1,5,5,4,3,0.3333333333333333,29,0,0.5878465125087697,1008.5595499314392,5,0,InhA_enzyme,CHEMBL1198279,CCOC(=O)c1ccc2nc(C)cc(Nc3ccc(N4CCCCC4)cc3)c2c1,5.1,4,IC50|Ki,c1ccc2c(Nc3ccc(N4CCCCC4)cc3)ccnc2c1,1,1,L33aefe6c
480.6120000000003,5.785720000000006,57.7,1,6,7,5,4,0.2666666666666666,36,0,0.338235276609336,1330.676351468736,6,0,InhA_enzyme,CHEMBL5432926,CCOC(=O)c1ccc2nc(C)cc(Nc3ccc(N4CCN(Cc5ccccc5)CC4)cc3)c2c1,4.58,1,IC50,c1ccc(CN2CCN(c3ccc(Nc4ccnc5ccccc45)cc3)CC2)cc1,1,1,L2c64e3bb
391.4710000000002,4.300120000000003,63.69,1,6,5,4,3,0.3043478260869565,29,0,0.6544698966232472,1011.801837457272,6,0,InhA_enzyme,CHEMBL5433685,CCOC(=O)c1ccc2nc(C)cc(Nc3ccc(N4CCOCC4)cc3)c2c1,4.71,1,IC50,c1ccc2c(Nc3ccc(N4CCOCC4)cc3)ccnc2c1,0,1,L6cf2071b
323.4170000000001,4.454820000000003,38.66,0,3,4,3,2,0.1578947368421052,23,0,0.780065133347513,794.271841298634,4,0,InhA_enzyme,CHEMBL565129,CCOc1ccc(/C=C2/SC(c3ccccc3)=NC2=O)cc1C,5.0,1,IC50,O=C1N=C(c2ccccc2)SC1=Cc1ccccc1,0,1,L4974a34d
361.4890000000002,5.675820000000005,37.39,1,4,5,4,3,0.3478260869565217,27,0,0.6346335454051195,914.8048205275276,4,0,InhA_enzyme,CHEMBL5403671,CCOc1ccc2nc(C)cc(Nc3ccc(N4CCCCC4)cc3)c2c1,5.02,1,IC50,c1ccc2c(Nc3ccc(N4CCCCC4)cc3)ccnc2c1,1,1,Lb76cc815
441.1960000000001,1.9925,111.79,2,7,5,3,2,0.1764705882352941,30,0,0.3192191043416432,1122.1072101434313,13,0,InhA_enzyme,CHEMBL5190515,CCS(=O)(=O)N1N=Cc2ccc(Oc3ccc(C(F)(F)F)cc3/C=N/O)cc2B1O,7.52,2,IC50,B1NN=Cc2ccc(Oc3ccccc3)cc21,0,1,L37f55085
542.5890000000002,0.9083000000000006,177.03999999999996,4,10,6,3,2,0.4814814814814814,39,0,0.3836855238402826,1177.386825584516,12,7,InhA_enzyme,CHEMBL4548115,CC[C@@H](C)[C@H]1OC(=O)[C@H](C)[C@H](O)[C@H](Cc2cccnc2)NC(=O)[C@@H](NC(=O)c2ncccc2O)[C@@H](C)OC1=O,4.5,1,IC50,O=C1CCC(Cc2cccnc2)NC(=O)C(NC(=O)c2ccccn2)COC(=O)CO1,1,0,L8013ed5a
542.5890000000002,0.9083000000000006,177.03999999999996,4,10,6,3,2,0.4814814814814814,39,0,0.3836855238402826,1177.386825584516,12,7,InhA_enzyme,CHEMBL4575301,CC[C@H](C)[C@H]1OC(=O)[C@H](C)[C@H](O)[C@H](Cc2cccnc2)NC(=O)[C@@H](NC(=O)c2ncccc2O)[C@@H](C)OC1=O,4.06,1,IC50,O=C1CCC(Cc2cccnc2)NC(=O)C(NC(=O)c2ccccn2)COC(=O)CO1,1,0,Lf9382aeb
366.4210000000001,2.3732000000000006,80.37,1,4,4,4,3,0.35,27,0,0.7687016712127351,1003.7482014077392,7,1,InhA_enzyme,CHEMBL3125277,CCc1cc(C(=O)N[C@@H]2CCN(C(=O)c3coc4ccccc34)C2)n(C)n1,6.92,1,IC50,O=C(NC1CCN(C(=O)c2coc3ccccc23)C1)c1ccn[nH]1,0,1,L64ac3693
